,v1,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
33199,VIT_17s0000g00380,,,,,,Transposon,,,,,
33200,VIT_17s0000g00470,,,,,,No hit,,,,,
33201,VIT_17s0000g00510,,,,,,Retrovirus Pol polyprotein,,,,,
33202,VIT_17s0000g00550,,,,,,No hit,,,,,
33203,VIT_17s0000g00630,,,,,,Transposon,,,,,
33204,VIT_17s0000g00670,,,,,,Pro-Pol polyprotein,,,,,
33205,VIT_17s0000g00720,,,,,,DNA-binding protein,,,,,
33206,VIT_17s0000g00740,,,,,,RNA-directed DNA polymerase,,,,,
33207,VIT_17s0000g00790,,,,,,Transposon,,,,,
33208,VIT_17s0000g00970,,,,,,Transposon  CACTA,,,,,
33209,VIT_17s0000g01320,,,,,,Acetohydroxyacid synthase 3,,,E2_2_1_6,vv10290Valine_leucine_and_isoleucine_biosynthesis,vv10650Butanoate_metabolism
33210,VIT_17s0000g01480,,,,,,No hit,,,,,
33211,VIT_17s0000g01510,,,,,,Unknown,,,,,
33212,VIT_17s0000g01610,,,,,,No hit,,,,,
33213,VIT_17s0000g01670,,,,,,WD40,,,,,
33214,VIT_17s0000g01710,,,,,,Retrovirus Pol polyprotein,,,,,
33215,VIT_17s0000g02060,,,,,,Retroelement,,,,,
33216,VIT_17s0000g02080,,,,,,Retrovirus Pol polyprotein,,,,,
33217,VIT_17s0000g02090,,,,,,Transposon,,,,,
33218,VIT_17s0000g02180,,,,,,Unknown protein,,,,,
33219,VIT_17s0000g02220,,,,,,No hit,,,,,
33220,VIT_17s0000g02720,,,,,,No hit,,,,,
33221,VIT_17s0000g02730,,,,,,Myb domain protein 4R1,,,MYB4R1_1,vv60044MYB,
33222,VIT_17s0000g02740,,,,,,No hit,,,,,
33223,VIT_17s0000g02790,,,,,,Unknown,,,,,
33224,VIT_17s0000g02860,,,,,,G1 to S phase transition protein,,,K03267,vv23015mRNA_surveillance_pathway,
33225,VIT_17s0000g03810,,,,,,Retrovirus Pol polyprotein,,,,,
33226,VIT_17s0000g03820,,,,,,Unknown protein,,,,,
33227,VIT_17s0000g04010,,,,,,Actin-related protein 4,,,ARP4,vv44810Regulation_of_actin_cytoskeleton,
33228,VIT_17s0000g04240,,,,,,No hit,,,,,
33229,VIT_17s0000g04430,,,,,,Transposon,,,,,
33230,VIT_17s0000g04500,,,,,,No hit,,,,,
33231,VIT_17s0000g04690,,,,,,Protease SppA,,,,,
33232,VIT_17s0000g05340,,,,,,Retrovirus Pol polyprotein,,,,,
33233,VIT_17s0000g05590,,,,,,Copia protein,,,,,
33234,VIT_17s0000g05930,,,,,,No hit,,,,,
33235,VIT_17s0000g06160,,,,,,No hit,,,,,
33236,VIT_17s0000g06910,,,,,,Retrovirus Pol polyprotein,,,,,
33237,VIT_17s0000g07040,,,,,,No hit,,,,,
33238,VIT_17s0000g07050,,,,,,No hit,,,,,
33239,VIT_17s0000g07110,,,,,,Transposon  CACTA,,,,,
33240,VIT_17s0000g07180,,,,,,No hit,,,,,
33241,VIT_17s0000g07240,,,,,,Activating signal cointegrator 1 complex subunit 3,,,K01529,vv10500Starch_and_sucrose_metabolism,vv10790Folate_biosynthesis
33242,VIT_17s0000g07390,,,,,,Transposon,,,,,
33243,VIT_17s0000g07480,,,,,,No hit,,,,,
33244,VIT_17s0000g07590,,,,,,Transposon,,,,,
33245,VIT_17s0000g07860,,,,,,No hit,,,,,
33246,VIT_17s0000g07980,,,,,,RDR2 (RNA-dependent RNA polymerase 2),,,K00985,,
33247,VIT_17s0000g08040,,,,,,Retrovirus Pol polyprotein,,,,,
33248,VIT_17s0000g08270,,,,,,No hit,,,,,
33249,VIT_17s0000g08300,,,,,,No hit,,,,,
33250,VIT_17s0000g08320,,,,,,Ataxia-telangiectasia mutated protein (Atm),,,K04728,vv44110Cell_cycle,
33251,VIT_17s0000g08330,,,,,,Ataxia-telangiectasia mutated protein (Atm),,,K04728,vv44110Cell_cycle,
33252,VIT_17s0000g08340,,,,,,Retrovirus-related Pol polyprotein,,,,,
33253,VIT_17s0000g08350,,,,,,Ataxia-telangiectasia mutated protein (Atm),,,K04728,vv44110Cell_cycle,
33254,VIT_17s0000g08360,,,,,,Ataxia-telangiectasia mutated protein (Atm),,,K04728,vv44110Cell_cycle,
33255,VIT_17s0000g08650,,,,,,Retrovirus Pol polyprotein,,,,,
33256,VIT_17s0000g08810,,,,,,Unknown protein,,,,,
33257,VIT_17s0000g09250,,,,,,MATE efflux family protein,,,MATE,vv50125Porters_cat_66_to_94,
33258,VIT_17s0000g09420,,,,,,Unknown,,,,,
33259,VIT_17s0000g09430,,,,,,Pentatricopeptide repeat,,,,,
33260,VIT_17s0000g09440,,,,,,No hit,,,,,
33261,VIT_17s0000g09460,,,,,,Lipase GDSL,,,,,
33262,VIT_17s0000g09560,,,,,,No hit,,,,,
33263,VIT_17s0000g09580,,,,,,No hit,,,,,
33264,VIT_17s0000g09630,,,,,,Retrovirus Pol polyprotein,,,,,
33265,VIT_17s0000g09810,,,,,,Pectate lyase,,,E4_2_2_2,vv40006Cell_wall,
33266,VIT_17s0000g10020,,,,,,1;3-beta-glucan synthase,,,E2_4_1_34,vv10500Starch_and_sucrose_metabolism,
33267,VIT_17s0000g10140,,,,,,No hit,,,,,
33268,VIT_17s0000g10150,,,,,,Transposon,,,,,
33269,VIT_17s0000g10220,,,,,,Retrovirus Pol polyprotein,,,,,
33270,VIT_17s0000g10230,,,,,,Retrovirus Pol polyprotein,,,,,
33271,VIT_17s0000g10310,,,,,,Retrotransposable element Tf2,,,,,
33272,VIT_17s0000g10320,,,,,,No hit,,,,,
33273,VIT_17s0000g10330,,,,,,RNA-directed DNA polymerase,,,,,
33274,VIT_17s0000g10340,,,,,,Transposon,,,,,
33275,VIT_17s0000g10350,,,,,,Pro-Pol polyprotein,,,,,
33276,VIT_17s0000g10360,,,,,,Retrovirus Pol polyprotein,,,,,
33277,VIT_17s0000g10390,,,,,,Transposon,,,,,
33278,VIT_17s0000g10460,,,,,,SNF1-related protein kinase regulatory subunit beta-2,,,K08800,,
33279,VIT_17s0053g00050,,,,,,No hit,,,,,
33280,VIT_17s0053g00100,,,,,,No hit,,,,,
33281,VIT_17s0053g00130,,,,,,Unknown protein,,,,,
33282,VIT_17s0053g00220,,,,,,Retrovirus Pol polyprotein,,,,,
33283,VIT_17s0053g00230,,,,,,Copia protein,,,,,
33284,VIT_17s0053g00240,,,,,,Peptidoglycan-binding LysM domain-containing protein,,,,,
33285,VIT_17s0053g00260,,,,,,Transposon,,,,,
33286,VIT_17s0053g00290,,,,,,Retrovirus Pol polyprotein,,,,,
33287,VIT_17s0053g00300,,,,,,Retroelement,,,,,
33288,VIT_17s0053g00320,,,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_183,vv60078Other_zf-C3HC4,
33289,VIT_17s0053g00330,,,,,,Polyprotein P3,,,,,
33290,VIT_17s0053g00340,,,,,,Retrovirus Pol polyprotein,,,,,
33291,VIT_17s0053g00350,,,,,,Copia protein,,,,,
33292,VIT_17s0053g00370,,,,,,Retroelement,,,,,
33293,VIT_17s0053g00390,,,,,,Retrovirus Pol polyprotein,,,,,
33294,VIT_17s0053g00420,,,,,,Subtilisin protease,,,,,
33295,VIT_17s0053g00440,,,,,,No hit,,,,,
33296,VIT_17s0053g00470,,,,,,Transposon  CACTA,,,,,
33297,VIT_17s0053g00490,,,,,,Transposon,,,,,
33298,VIT_17s0053g00500,,,,,,No hit,,,,,
33299,VIT_17s0053g00510,,,,,,No hit,,,,,
33300,VIT_17s0053g00530,,,,,,No hit,,,,,
33301,VIT_17s0053g00540,,,,,,No hit,,,,,
33302,VIT_17s0053g00660,,,,,,Polyprotein,,,,,
33303,VIT_17s0053g00730,,,,,,Calcium-dependent protein kinase / CDPK,,,,,
33304,VIT_17s0053g00770,,,,,,RNA recognition motif (RRM)-containing protein,,,,,
33305,VIT_17s0053g00820,,,,,,Transposon,,,,,
33306,VIT_17s0053g00830,,,,,,Reverse transcriptase,,,,,
33307,VIT_17s0053g00840,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33308,VIT_17s0053g00850,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33309,VIT_17s0053g00860,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33310,VIT_17s0053g00870,,,,,,No hit,,,,,
33311,VIT_17s0053g00890,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33312,VIT_17s0053g00900,,,,,,Reverse transcriptase,,,,,
33313,VIT_17s0053g00910,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33314,VIT_17s0053g00920,,,,,,No hit,,,,,
33315,VIT_17s0053g00940,,,,,,No hit,,,,,
33316,VIT_17s0053g00950,,,,,,Cyclic nucleotide-binding transporter 1,,,K05391_CNBT1,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
33317,VIT_17s0053g00960,,,,,,Transposon protein Ac/Ds sub-class,,,,,
33318,VIT_17s0053g01000,,,,,,No hit,,,,,
33319,VIT_17s0119g00010,,,,,,Retrotransposable element Tf2,,,,,
33320,VIT_17s0119g00020,,,,,,Transposon,,,,,
33321,VIT_17s0119g00040,,,,,,Transposon,,,,,
33322,VIT_17s0119g00130,,,,,,Transposon  CACTA,,,,,
33323,VIT_17s0119g00140,,,,,,Retrovirus Pol polyprotein,,,,,
33324,VIT_17s0119g00250,,,,,,No hit,,,,,
33325,VIT_17s0119g00270,,,,,,Peroxidase,,,E1_11_1_7,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
33326,VIT_17s0119g00320,,,,,,Retrovirus Pol polyprotein,,,,,
33327,VIT_17s0119g00330,,,,,,Unknown protein,,,,,
33328,VIT_17s0119g00340,,,,,,Polyprotein P3,,,,,
33329,VIT_17s0119g00360,,,,,,No hit,,,,,
33330,VIT_18s0001g00010,,,,,,Polyprotein,,,,,
33331,VIT_18s0001g00020,,,,,,Retrovirus Pol polyprotein,,,,,
33332,VIT_18s0001g00200,,,,,,No hit,,,,,
33333,VIT_18s0001g00240,,,,,,No hit,,,,,
33334,VIT_18s0001g00390,,,,,,No hit,,,,,
33335,VIT_18s0001g00520,,,,,,No hit,,,,,
33336,VIT_18s0001g00530,,,,,,Unknown protein,,,,,
33337,VIT_18s0001g00540,,,,,,No hit,,,,,
33338,VIT_18s0001g00710,,,,,,No hit,,,,,
33339,VIT_18s0001g01000,,,,,,No hit,,,,,
33340,VIT_18s0001g01150,,,,,,No hit,,,,,
33341,VIT_18s0001g01190,,,,,,Unknown protein,,,,,
33342,VIT_18s0001g01400,,,,,,Retrovirus Pol polyprotein,,,,,
33343,VIT_18s0001g01450,,,,,,Reverse transcriptase,,,,,
33344,VIT_18s0001g01520,,,,,,Retrovirus Pol polyprotein,,,,,
33345,VIT_18s0001g01720,,,,,,Polyprotein,,,,,
33346,VIT_18s0001g01740,,,,,,Histone-lysine N-methyltransferase ASHH2 EFS (Early flowering in short days),,,E2_1_1_43EFS_2,vv10300Lysine_biosynthesis,vv30009Flower_development
33347,VIT_18s0001g01750,,,,,,No hit,,,,,
33348,VIT_18s0001g01800,,,,,,Cleavage stimulation factor 64,,,K14407,vv23015mRNA_surveillance_pathway,vv50133Primary_active_transporter_cat_A9_to_A18
33349,VIT_18s0001g01890,,,,,,Retroelement,,,,,
33350,VIT_18s0001g01900,,,,,,Retrovirus Pol polyprotein,,,,,
33351,VIT_18s0001g01910,,,,,,Retrovirus Pol polyprotein,,,,,
33352,VIT_18s0001g01920,,,,,,Retrotransposable element Tf2,,,,,
33353,VIT_18s0001g02010,,,,,,No hit,,,,,
33354,VIT_18s0001g02110,,,,,,No hit,,,,,
33355,VIT_18s0001g02180,,,,,,No hit,,,,,
33356,VIT_18s0001g02190,,,,,,Switching protein 3C ATSWI3C,,,SWI3C_2,vv60045MYBrelated,
33357,VIT_18s0001g02240,,,,,,Reverse transcriptase,,,,,
33358,VIT_18s0001g02310,,,,,,Retrovirus Pol polyprotein,,,,,
33359,VIT_18s0001g02320,,,,,,Retrovirus Pol polyprotein,,,,,
33360,VIT_18s0001g02430,,,,,,Transposon,,,,,
33361,VIT_18s0001g02590,,,,,,LRR receptor-like kinase 2,,,,,
33362,VIT_18s0001g02620,,,,,,No hit,,,,,
33363,VIT_18s0001g02660,,,,,,No hit,,,,,
33364,VIT_18s0001g02850,,,,,,Retrovirus Pol polyprotein,,,,,
33365,VIT_18s0001g02860,,,,,,Binding,,,,,
33366,VIT_18s0001g02900,,,,,,Transposon,,,,,
33367,VIT_18s0001g02980,,,,,,No hit,,,,,
33368,VIT_18s0001g02990,,,,,,Retrovirus-related Pol polyprotein,,,,,
33369,VIT_18s0001g03050,,,,,,No hit,,,,,
33370,VIT_18s0001g03060,,,,,,Nucleoside-triphosphatase,,,E3_6_1_15,vv10230Purine_metabolism,vv10730Thiamine_metabolism
33371,VIT_18s0001g03140,,,,,,Reverse transcriptase,,,,,
33372,VIT_18s0001g03210,,,,,,No hit,,,,,
33373,VIT_18s0001g03350,,,,,,Retrovirus Pol polyprotein,,,,,
33374,VIT_18s0001g03460,,,,,,Disease resistance protein (TIR-NBS-LRR class),,,,,
33375,VIT_18s0001g03480,,,,,,No hit,,,,,
33376,VIT_18s0001g03590,,,,,,Histidyl-tRNA synthetase,,,E6_1_1_21,vv10340Histidine_metabolism,vv20970Aminoacyl-tRNA_biosynthesis
33377,VIT_18s0001g03730,,,,,,SET Domain group 37,,,SDG37,vv60056SET_PCG,
33378,VIT_18s0001g03750,,,,,,Pro-Pol polyprotein,,,,,
33379,VIT_18s0001g03770,,,,,,No hit,,,,,
33380,VIT_18s0001g03800,,,,,,Mutator-like transposase,,,,,
33381,VIT_18s0001g03890,,,,,,No hit,,,,,
33382,VIT_18s0001g03970,,,,,,Copia protein,,,,,
33383,VIT_18s0001g04210,,,,,,No hit,,,,,
33384,VIT_18s0001g04230,,,,,,(+)-delta-cadinene synthase isozyme XC14,,,E4_2_3_13,vv10900Terpenoid_biosynthesis,
33385,VIT_18s0001g04250,,,,,,Retrovirus Pol polyprotein,,,,,
33386,VIT_18s0001g04300,,,,,,No hit,,,,,
33387,VIT_18s0001g04310,,,,,,Copia protein,,,,,
33388,VIT_18s0001g04320,,,,,,Transposon  CACTA,,,,,
33389,VIT_18s0001g04330,,,,,,Retroelement,,,,,
33390,VIT_18s0001g04350,,,,,,No hit,,,,,
33391,VIT_18s0001g04360,,,,,,No hit,,,,,
33392,VIT_18s0001g04370,,,,,,Copia protein,,,,,
33393,VIT_18s0001g04390,,,,,,No hit,,,,,
33394,VIT_18s0001g04430,,,,,,(-)-germacrene D synthase,,,E4_2_3_22,vv10900Terpenoid_biosynthesis,
33395,VIT_18s0001g04450,,,,,,Transposon,,,,,
33396,VIT_18s0001g04460,,,,,,No hit,,,,,
33397,VIT_18s0001g04490,,,,,,Germacrene-D synthase,,,E4_2_3_22,vv10900Terpenoid_biosynthesis,
33398,VIT_18s0001g04530,,,,,,(-)-germacrene D synthase,,,E4_2_3_22,vv10900Terpenoid_biosynthesis,
33399,VIT_18s0001g04640,,,,,,No hit,,,,,
33400,VIT_18s0001g04650,,,,,,Transposon,,,,,
33401,VIT_18s0001g04670,,,,,,Transposon,,,,,
33402,VIT_18s0001g04720,,,,,,(-)-germacrene D synthase,,,E4_2_3_22,vv10900Terpenoid_biosynthesis,
33403,VIT_18s0001g04740,,,,,,Germacrene-D synthase,,,E4_2_3_22,vv10900Terpenoid_biosynthesis,
33404,VIT_18s0001g04840,,,,,,Unknown protein,,,,,
33405,VIT_18s0001g04900,,,,,,Transposon  CACTA,,,,,
33406,VIT_18s0001g05090,,,,,,Retroelement,,,,,
33407,VIT_18s0001g05170,,,,,,No hit,,,,,
33408,VIT_18s0001g05200,,,,,,Polyprotein,,,,,
33409,VIT_18s0001g05490,,,,,,No hit,,,,,
33410,VIT_18s0001g05540,,,,,,Retrovirus Pol polyprotein,,,,,
33411,VIT_18s0001g05560,,,,,,Retrovirus Pol polyprotein,,,,,
33412,VIT_18s0001g05610,,,,,,No hit,,,,,
33413,VIT_18s0001g05750,,,,,,Retrovirus Pol polyprotein,,,,,
33414,VIT_18s0001g05880,,,,,,No hit,,,,,
33415,VIT_18s0001g05920,,,,,,Retrovirus Pol polyprotein,,,,,
33416,VIT_18s0001g05940,,,,,,No hit,,,,,
33417,VIT_18s0001g06190,,,,,,Transposon,,,,,
33418,VIT_18s0001g06260,,,,,,R protein L6,,,K13477,vv34627R_proteins_from_Plant-pathogen_interaction,
33419,VIT_18s0001g06470,,,,,,Polyprotein,,,,,
33420,VIT_18s0001g06480,,,,,,Aquaporin PIP PIP1;4,,,PIP1_4,vv50101Channels_and_pores,
33421,VIT_18s0001g06620,,,,,,Transposon,,,,,
33422,VIT_18s0001g06730,,,,,,Retrovirus Pol polyprotein,,,,,
33423,VIT_18s0001g06740,,,,,,Transposon,,,,,
33424,VIT_18s0001g06800,,,,,,No hit,,,,,
33425,VIT_18s0001g06830,,,,,,Methyltransferase type 11,,,,,
33426,VIT_18s0001g06860,,,,,,Retrovirus Pol polyprotein,,,,,
33427,VIT_18s0001g06930,,,,,,No hit,,,,,
33428,VIT_18s0001g06960,,,,,,Retrovirus Pol polyprotein,,,,,
33429,VIT_18s0001g06990,,,,,,No hit,,,,,
33430,VIT_18s0001g07030,,,,,,Reverse transcriptase,,,,,
33431,VIT_18s0001g07040,,,,,,No hit,,,,,
33432,VIT_18s0001g07050,,,,,,Retrovirus Pol polyprotein,,,,,
33433,VIT_18s0001g07060,,,,,,Phosphoribosylaminoimidazole-succinocarboxamide synthase.,,,E6_3_2_6,vv10230Purine_metabolism,
33434,VIT_18s0001g07180,,,,,,Retrovirus Pol polyprotein,,,,,
33435,VIT_18s0001g07190,,,,,,Transducin family protein / WD-40 repeat,,,,,
33436,VIT_18s0001g07210,,,,,,Unknown,,,,,
33437,VIT_18s0001g07360,,,,,,ER6 protein universal stress protein (USP) family,,,USPER6,vv30008Ethylene_signaling,
33438,VIT_18s0001g07480,,,,,,Ulp1 protease,,,,,
33439,VIT_18s0001g07520,,,,,,Mechanosensitive ion channel MSCS-like 2,,,MSL2,vv50101Channels_and_pores,
33440,VIT_18s0001g07530,,,,,,No hit,,,,,
33441,VIT_18s0001g07540,,,,,,No hit,,,,,
33442,VIT_18s0001g07570,,,,,,Polyprotein,,,,,
33443,VIT_18s0001g07580,,,,,,Unknown,,,,,
33444,VIT_18s0001g07880,,,,,,Ribonuclease H,,,,,
33445,VIT_18s0001g07990,,,,,,Copia protein,,,,,
33446,VIT_18s0001g08070,,,,,,Reverse transcriptase,,,,,
33447,VIT_18s0001g08140,,,,,,Enhanced silencing phenotype 4 ESP4 symplekin,,,K06100,vv23015mRNA_surveillance_pathway,
33448,VIT_18s0001g08680,,,,,,Pre-mRNA-processing factor 40,,,K12821,vv23040Spliceosome,
33449,VIT_18s0001g08730,,,,,,No hit,,,,,
33450,VIT_18s0001g08740,,,,,,Ribonuclease H,,,,,
33451,VIT_18s0001g09190,,,,,,CUE domain containing protein,,,,,
33452,VIT_18s0001g09280,,,,,,Retroelement,,,,,
33453,VIT_18s0001g09620,,,,,,Transducin (beta)-like 1,,,K04508,,
33454,VIT_18s0001g09640,,,,,,No hit,,,,,
33455,VIT_18s0001g09760,,,,,,No hit,,,,,
33456,VIT_18s0001g10000,,,,,,No hit,,,,,
33457,VIT_18s0001g10010,,,,,,Retroelement,,,,,
33458,VIT_18s0001g10020,,,,,,Transposon,,,,,
33459,VIT_18s0001g10060,,,,,,LRX1 (leucine-rich repeat/extensin 1),,,EXTENSIN,vv40006Cell_wall,
33460,VIT_18s0001g10140,,,,,,Retrovirus Pol polyprotein,,,,,
33461,VIT_18s0001g10790,,,,,,No hit,,,,,
33462,VIT_18s0001g10890,,,,,,Patatin,,,,,
33463,VIT_18s0001g10900,,,,,,Patatin,,,,,
33464,VIT_18s0001g10960,,,,,,Retrovirus Pol polyprotein,,,,,
33465,VIT_18s0001g11210,,,,,,Unknown protein,,,,,
33466,VIT_18s0001g11530,,,,,,Transposase,,,,,
33467,VIT_18s0001g11780,,,,,,No hit,,,,,
33468,VIT_18s0001g11810,,,,,,BEL1 homeobox 2 protein (BLH2) (SAWTOOTH 1),,,BLH2_2,vv60034HB,
33469,VIT_18s0001g11840,,,,,,Copia protein,,,,,
33470,VIT_18s0001g11920,,,,,,Transposon,,,,,
33471,VIT_18s0001g12740,,,,,,No hit,,,,,
33472,VIT_18s0001g13170,,,,,,No hit,,,,,
33473,VIT_18s0001g13450,,,,,,SLAH1 (SLAC1 homologue 1),,,SLAH1,vv50122Porters_cat_7_to_17,
33474,VIT_18s0001g13470,,,,,,No hit,,,,,
33475,VIT_18s0001g13480,,,,,,Transposon,,,,,
33476,VIT_18s0001g13500,,,,,,forkhead-associated domain-containing protein,,,FHADOM_9,vv60028FHA,
33477,VIT_18s0001g13610,,,,,,Abhydrolase domain-containing protein 5,,,,,
33478,VIT_18s0001g13650,,,,,,Amine oxidase,,,E1_4_3_4,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
33479,VIT_18s0001g13840,,,,,,Retrovirus Pol polyprotein,,,,,
33480,VIT_18s0001g13860,,,,,,Retrovirus Pol polyprotein,,,,,
33481,VIT_18s0001g14050,,,,,,Copia protein,,,,,
33482,VIT_18s0001g14220,,,,,,Retroelement,,,,,
33483,VIT_18s0001g14570,,,,,,Copia protein,,,,,
33484,VIT_18s0001g14580,,,,,,Kinesin family member 18/19,,,K10401,vv44810Regulation_of_actin_cytoskeleton,
33485,VIT_18s0001g14720,,,,,,Ankyrin repeat family protein,,,,,
33486,VIT_18s0001g14800,,,,,,Lipase 3 (EXL3) family II extracellular,,,,,
33487,VIT_18s0001g14820,,,,,,No hit,,,,,
33488,VIT_18s0001g14830,,,,,,Unknown protein,,,,,
33489,VIT_18s0001g15030,,,,,,Retrovirus Pol polyprotein,,,,,
33490,VIT_18s0001g15040,,,,,,ATP-dependent RNA helicase DDX54,,,DDX54,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
33491,VIT_18s0001g15210,,,,,,Reverse transcriptase,,,,,
33492,VIT_18s0001g15440,,,,,,Transposon,,,,,
33493,VIT_18s0001g15480,,,,,,No hit,,,,,
33494,VIT_18s0001g15490,,,,,,No hit,,,,,
33495,VIT_18s0001g15500,,,,,,Copia protein,,,,,
33496,VIT_18s0001g15590,,,,,,Retrovirus Pol polyprotein,,,,,
33497,VIT_18s0001g15690,,,,,,Endo-1;4-beta-glucanase,,,E3_2_1_4,vv40006Cell_wall,
33498,VIT_18s0001g15770,,,,,,Transposon,,,,,
33499,VIT_18s0001g15780,,,,,,Retrovirus Pol polyprotein,,,,,
33500,VIT_18s0041g00080,,,,,,Retrovirus Pol polyprotein,,,,,
33501,VIT_18s0041g00110,,,,,,No hit,,,,,
33502,VIT_18s0041g00130,,,,,,Unknown protein,,,,,
33503,VIT_18s0041g00210,,,,,,TIR-NBS-LRR disease resistance,,,,,
33504,VIT_18s0041g00300,,,,,,Retrovirus Pol polyprotein,,,,,
33505,VIT_18s0041g00310,,,,,,Reverse transcriptase,,,,,
33506,VIT_18s0041g00320,,,,,,Retrovirus Pol polyprotein,,,,,
33507,VIT_18s0041g00460,,,,,,No hit,,,,,
33508,VIT_18s0041g00470,,,,,,Proton-dependent oligopeptide transport (POT) family protein,,,POT,vv50122Porters_cat_7_to_17,
33509,VIT_18s0041g00620,,,,,,Retrotransposable element Tf2,,,,,
33510,VIT_18s0041g00730,,,,,,Peptide chain release factor eRF subunit 1,,,K03265,vv23015mRNA_surveillance_pathway,
33511,VIT_18s0041g00760,,,,,,Transposon protein Ac/Ds sub-class,,,,,
33512,VIT_18s0041g00780,,,,,,No hit,,,,,
33513,VIT_18s0041g00820,,,,,,Retrovirus Pol polyprotein,,,,,
33514,VIT_18s0041g00880,,,,,,Transposon  CACTA,,,,,
33515,VIT_18s0041g00990,,,,,,Polyprotein,,,,,
33516,VIT_18s0041g01060,,,,,,Unknown protein,,,,,
33517,VIT_18s0041g01070,,,,,,Unknown protein,,,,,
33518,VIT_18s0041g01120,,,,,,No hit,,,,,
33519,VIT_18s0041g01200,,,,,,No hit,,,,,
33520,VIT_18s0041g01310,,,,,,No hit,,,,,
33521,VIT_18s0041g01410,,,,,,R protein L6,,,K13477,vv34627R_proteins_from_Plant-pathogen_interaction,
33522,VIT_18s0041g01490,,,,,,No hit,,,,,
33523,VIT_18s0041g01540,,,,,,No hit,,,,,
33524,VIT_18s0041g01560,,,,,,No hit,,,,,
33525,VIT_18s0041g01620,,,,,,R protein L6,,,K13477,vv34627R_proteins_from_Plant-pathogen_interaction,
33526,VIT_18s0041g01650,,,,,,R protein L6,,,K13477,vv34627R_proteins_from_Plant-pathogen_interaction,
33527,VIT_18s0041g01660,,,,,,Retrovirus Pol polyprotein,,,,,
33528,VIT_18s0041g01670,,,,,,No hit,,,,,
33529,VIT_18s0041g01760,,,,,,Retrovirus Pol polyprotein,,,,,
33530,VIT_18s0041g01910,,,,,,Retrovirus Pol polyprotein,,,,,
33531,VIT_18s0041g01950,,,,,,Retrovirus Pol polyprotein,,,,,
33532,VIT_18s0041g01960,,,,,,No hit,,,,,
33533,VIT_18s0041g01970,,,,,,Copia protein,,,,,
33534,VIT_18s0041g01990,,,,,,Retrovirus Pol polyprotein,,,,,
33535,VIT_18s0041g02000,,,,,,Reverse transcriptase,,,,,
33536,VIT_18s0041g02030,,,,,,No hit,,,,,
33537,VIT_18s0041g02130,,,,,,No hit,,,,,
33538,VIT_18s0041g02250,,,,,,No hit,,,,,
33539,VIT_18s0041g02270,,,,,,12-oxophytodienoate reductase 2,,,E1_3_1_42,vv10592alpha-Linolenic_acid_metabolism,
33540,VIT_18s0041g02280,,,,,,No hit,,,,,
33541,VIT_18s0041g02340,,,,,,No hit,,,,,
33542,VIT_18s0041g02370,,,,,,No hit,,,,,
33543,VIT_18s0041g02420,,,,,,Retroelement,,,,,
33544,VIT_18s0041g02460,,,,,,No hit,,,,,
33545,VIT_18s0072g00040,,,,,,No hit,,,,,
33546,VIT_18s0072g00050,,,,,,Mutator-like transposase,,,,,
33547,VIT_18s0072g00070,,,,,,Unknown protein,,,,,
33548,VIT_18s0072g00090,,,,,,No hit,,,,,
33549,VIT_18s0072g00180,,,,,,LTR retrotransposon,,,,,
33550,VIT_18s0072g00190,,,,,,LTR retrotransposon,,,,,
33551,VIT_18s0072g00290,,,,,,No hit,,,,,
33552,VIT_18s0072g00500,,,,,,Retrovirus Pol polyprotein,,,,,
33553,VIT_18s0072g00520,,,,,,Transposon  CACTA,,,,,
33554,VIT_18s0072g00590,,,,,,Copia protein,,,,,
33555,VIT_18s0072g00600,,,,,,Retrovirus Pol polyprotein,,,,,
33556,VIT_18s0072g00640,,,,,,No hit,,,,,
33557,VIT_18s0072g00730,,,,,,No hit,,,,,
33558,VIT_18s0072g00740,,,,,,SEC5A (exocyst complex component SEC5),,,SEC5A,vv50111Tethering_factors,
33559,VIT_18s0072g00850,,,,,,No hit,,,,,
33560,VIT_18s0072g00880,,,,,,Exosome complex component RRP45,,,K03678,vv23018RNA_degradation,
33561,VIT_18s0072g00900,,,,,,Retrovirus Pol polyprotein,,,,,
33562,VIT_18s0072g00930,,,,,,No hit,,,,,
