Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
2291,T106877,3,0.0015,p1@IGLV5-45,651536,5924,,IGLV5-45,"immunoglobulin lambda variable 5-45","immunoglobulin gene"
2292,T109566,3,0.0015,p8@PARVG,64098,14654,Q9HBI0,PARVG,"parvin gamma","gene with protein product"
2293,T024682,3,0.0015,p2@SLC6A12,6539,11045,,SLC6A12,"solute carrier family 6 member 12","gene with protein product"
2294,T050264,3,0.0015,p1@SRRM2,23524,16639,,SRRM2,"serine/arginine repetitive matrix 2","gene with protein product"
2295,T183542,3,0.0015,p5@ADAMDEC1,27299,16299,,ADAMDEC1,"ADAM like decysin 1","gene with protein product"
2296,T037817,3,0.0015,p8@BAZ1A,11177,960,"Q9NRL2,Q32ND1",BAZ1A,"bromodomain adjacent to zinc finger domain 1A","gene with protein product"
2297,T171492,3,0.0015,p1@TRIM24,8805,11812,O15164,TRIM24,"tripartite motif containing 24","gene with protein product"
2298,T083485,3,0.0015,p1@UBQLN4,56893,1237,Q9NRR5,UBQLN4,"ubiquilin 4","gene with protein product"
2299,T182802,3,0.0015,p1@NAT2,10,7646,E7EWF9,NAT2,"N-acetyltransferase 2","gene with protein product"
2300,T088049,3,0.0015,p6@CHI3L1,1116,1932,,CHI3L1,"chitinase 3 like 1","gene with protein product"
2301,T164274,3,0.0015,p2@CFB,629,1037,F8WBL9,CFB,"complement factor B","gene with protein product"
2302,T122572,3,0.0015,p2@CYP1B1,1545,2597,,CYP1B1,"cytochrome P450 family 1 subfamily B member 1","gene with protein product"
2303,T086951,3,0.0015,p2@PTGS2,5743,9605,D9MWI3,PTGS2,"prostaglandin-endoperoxide synthase 2","gene with protein product"
2304,T090962,3,0.0015,p3@EXOC8,149371,24659,,EXOC8,"exocyst complex component 8","gene with protein product"
2305,T055705,3,0.0015,p3@RILP,83547,30266,Q96NA2,RILP,"Rab interacting lysosomal protein","gene with protein product"
2306,T050166,3,0.0015,p11@JMJD5,79831,25840,B4DPM6,KDM8,"lysine demethylase 8","gene with protein product"
2307,T088604,3,0.0015,p2@IKBKE,9641,14552,"Q14164,Q3B754",IKBKE,"inhibitor of nuclear factor kappa B kinase subunit epsilon","gene with protein product"
2308,T025684,3,0.0015,p3@FMNL3,91010,23698,,FMNL3,"formin like 3","gene with protein product"
2309,T015500,3,0.0015,p13@SLC15A3,51296,18068,Q8IY34,SLC15A3,"solute carrier family 15 member 3","gene with protein product"
2310,T144311,3,0.0015,p10@LNX1,84708,6657,Q8TBB1,LNX1,"ligand of numb-protein X 1","gene with protein product"
2311,T012673,3,0.0015,p9@TNNT3,7140,11950,,TNNT3,"troponin T3, fast skeletal type","gene with protein product"
2312,T146573,3,0.0015,p1@AFF1,4299,7135,"E7EMS5,E9PBM3,E7ETI4,F5H1V4,B4DTU1,Q14C88,Q05D98",AFF1,"AF4/FMR2 family member 1","gene with protein product"
2313,T153754,3,0.0015,p4@IL7R,3575,6024,,IL7R,"interleukin 7 receptor","gene with protein product"
2314,T116381,3,0.0015,p32@GULP1,51454,18649,,GULP1,"GULP, engulfment adaptor PTB domain containing 1","gene with protein product"
2315,T014756,3,0.0015,p3@PTPMT1,114971,26965,E9PQM0,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1","gene with protein product"
2316,T166612,3,0.0015,p3@CRISP1,167,304,P54107,CRISP1,"cysteine rich secretory protein 1","gene with protein product"
2317,T050309,3,0.0015,p50@SRRM2,23524,16639,,SRRM2,"serine/arginine repetitive matrix 2","gene with protein product"
2318,T022480,3,0.0015,p1@RILPL2,196383,28787,Q969X0,RILPL2,"Rab interacting lysosomal protein like 2","gene with protein product"
2319,T162393,3,0.0015,p4@RNF144B,255488,21578,,RNF144B,"ring finger protein 144B","gene with protein product"
2320,T138716,3,0.0015,p4@SGMS2,166929,28395,,SGMS2,"sphingomyelin synthase 2","gene with protein product"
2321,T182800,3,0.0015,p1@ZNF596,169270,27268,E5RIL8,ZNF596,"zinc finger protein 596","gene with protein product"
2322,T104814,3,0.0015,p9@RCAN1,1827,3040,,RCAN1,"regulator of calcineurin 1","gene with protein product"
2323,T159707,3,0.0015,p10@TNFAIP3,7128,11896,"F5H7A9,F5GYN2,F5H1G3",TNFAIP3,"TNF alpha induced protein 3","gene with protein product"
2324,T049386,3,0.0015,p1@ITPRIPL2,162073,27257,Q3MIP1,ITPRIPL2,"inositol 1,4,5-trisphosphate receptor interacting protein like 2","gene with protein product"
2325,T049130,3,0.0015,p6@MYH11,4629,7569,Q68D89,MYH11,"myosin heavy chain 11","gene with protein product"
2326,T108854,3,0.0015,p2@JOSD1,9929,28953,Q15040,JOSD1,"Josephin domain containing 1","gene with protein product"
2327,T033682,3,0.0015,p10@TRIM13,10206,9976,O60858,TRIM13,"tripartite motif containing 13","gene with protein product"
2328,T049696,3,0.0015,p1@DCUN1D3,123879,28734,Q8IWE4,DCUN1D3,"defective in cullin neddylation 1 domain containing 3","gene with protein product"
2329,T140143,3,0.0015,p4@IL15,3600,5977,,IL15,"interleukin 15","gene with protein product"
2330,T148242,3,0.0015,p10@GRAMD3,65983,24911,B7Z6D8,GRAMD3,"GRAM domain containing 3","gene with protein product"
2331,T086551,3,0.0015,p2@SMG7,9887,16792,"E9PCE5,B4DRB2,E9PCI0,Q92540,Q6TV06,E9PEH2",SMG7,"SMG7, nonsense mediated mRNA decay factor","gene with protein product"
2332,T106514,3,0.0015,p3@USP18,11274,12616,"Q53Y90,Q9UMW8",USP18,"ubiquitin specific peptidase 18","gene with protein product"
2333,T190666,3,0.0015,p3@SETX,23064,445,Q7Z333,SETX,senataxin,"gene with protein product"
2334,T175974,3,0.0015,p37@TNS3,64759,21616,C9JWN9,TNS3,"tensin 3","gene with protein product"
2335,T007465,3,0.0015,p6@MAT1A,4143,6903,Q00266,MAT1A,"methionine adenosyltransferase 1A","gene with protein product"
2336,T075198,3,0.0015,p2@LYPD5,284348,26397,Q6UWN5,LYPD5,"LY6/PLAUR domain containing 5","gene with protein product"
2337,T172893,3,0.0015,p9@GALNT11,63917,19875,Q8NCW6,GALNT11,"polypeptide N-acetylgalactosaminyltransferase 11","gene with protein product"
2338,T047775,3,0.0015,p1@ZNF710,374655,25352,Q8N1W2,ZNF710,"zinc finger protein 710","gene with protein product"
2339,T097163,3,0.0015,p1@DNASE2B,58511,28875,,DNASE2B,"deoxyribonuclease 2 beta","gene with protein product"
2340,T107461,3,0.0015,p3@XBP1,7494,12801,,XBP1,"X-box binding protein 1","gene with protein product"
2341,T141586,3,0.0015,p4@ANXA10,11199,534,,ANXA10,"annexin A10","gene with protein product"
2342,T078068,3,0.0015,p4@RDH13,112724,19978,"B3KVA3,Q8NBN7",RDH13,"retinol dehydrogenase 13","gene with protein product"
2343,T144530,3,0.0015,p1@SPINK2,6691,11245,"P20155,D6RC51,D6RI10,Q6FGH2",SPINK2,"serine peptidase inhibitor, Kazal type 2","gene with protein product"
2344,T138965,3,0.0015,p5@ALPK1,80216,20917,,ALPK1,"alpha kinase 1","gene with protein product"
2345,T122845,3,0.0015,p2@EML4,27436,1316,B5MBZ0,EML4,"echinoderm microtubule associated protein like 4","gene with protein product"
2346,T033878,3,0.0015,p6@SUGT1,10910,16987,,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone","gene with protein product"
2347,T076948,3,0.0015,p6@ATF5,22809,790,Q9Y2D1,ATF5,"activating transcription factor 5","gene with protein product"
2348,T021586,3,0.0015,p1@C12orf49,79794,26128,"Q9H741,F5H6Y2,F8VPB4",C12orf49,"chromosome 12 open reading frame 49","gene with protein product"
2349,T049017,3,0.0015,p2@NTAN1,123803,29909,Q96AB6,NTAN1,"N-terminal asparagine amidase","gene with protein product"
2350,T160051,3,0.0015,p1@HIVEP2,3097,4921,P31629,HIVEP2,"human immunodeficiency virus type I enhancer binding protein 2","gene with protein product"
2351,T025166,3,0.0015,p6@SCAF11,9169,10784,"F8W6K1,Q99590",SCAF11,"SR-related CTD associated factor 11","gene with protein product"
2352,T085815,3,0.0015,p2@SDHB,6390,10681,P21912,SDHB,"succinate dehydrogenase complex iron sulfur subunit B","gene with protein product"
2353,T009166,3,0.0015,p20@AMPD3,272,470,B7Z763,AMPD3,"adenosine monophosphate deaminase 3","gene with protein product"
2354,T133171,3,0.0015,p3@ATP13A4,84239,25422,F8W9W3,ATP13A4,"ATPase 13A4","gene with protein product"
2355,T152431,3,0.0015,p2@CPEB4,80315,21747,Q17RY0,CPEB4,"cytoplasmic polyadenylation element binding protein 4","gene with protein product"
2356,T070976,3,0.0015,"p1@CYP4F2,p2@CYP4F3","4051,8529","2645,2646","B4DV75,P78329,A8MU03",CYP4F2,"cytochrome P450 family 4 subfamily F member 2","gene with protein product"
2357,T114708,3,0.0015,p20@TLK1,9874,11841,B3KR15,TLK1,"tousled like kinase 1","gene with protein product"
2358,T071545,3,0.0015,p2@SSBP4,170463,15676,"Q9BWG4,Q9BWW5",SSBP4,"single stranded DNA binding protein 4","gene with protein product"
2359,T118901,3,0.0015,p2@TMBIM1,64114,23410,"C9JAK9,C9JEN3,C9JI44,B3KSM0,Q969X1",TMBIM1,"transmembrane BAX inhibitor motif containing 1","gene with protein product"
2360,T056610,3,0.0015,p2@SLC13A2,9058,10917,"E7ETH5,F5GZ33,F5GWV6,B4DPL1,Q13183",SLC13A2,"solute carrier family 13 member 2","gene with protein product"
2361,T123169,3,0.0015,p3@EPAS1,2034,3374,,EPAS1,"endothelial PAS domain protein 1","gene with protein product"
2362,T078009,3,0.0015,p1@LILRB1,10859,6605,"A2IXV4,Q8NHL6",LILRB1,"leukocyte immunoglobulin like receptor B1","gene with protein product"
2363,T167853,3,0.0015,p20@SENP6,26054,20944,D6RG09,SENP6,"SUMO1/sentrin specific peptidase 6","gene with protein product"
2364,T102123,3,0.0015,p1@PTPN1,5770,9642,"P18031,B4DSN5,A8K3M3",PTPN1,"protein tyrosine phosphatase, non-receptor type 1","gene with protein product"
2365,T053601,3,0.0015,p2@VAC14,55697,25507,"Q08AM6,Q9NTB8",VAC14,"Vac14, PIKFYVE complex component","gene with protein product"
2366,T044425,3,0.0015,p2@DMXL2,23312,2938,Q8TDJ6,DMXL2,"Dmx like 2","gene with protein product"
2367,T116697,3,0.0015,p1@OBFC2A,64859,26232,"F8WAF5,Q96AH0",NABP1,"nucleic acid binding protein 1","gene with protein product"
2368,T106357,3,0.0015,p3@MIR3687,100500815,38946,,MIR3687-1,"microRNA 3687-1","RNA, micro"
2369,T028923,3,0.0015,p1@ZFC3H1,196441,28328,G3V1X1,ZFC3H1,"zinc finger C3H1-type containing","gene with protein product"
2370,T001873,3,0.0015,p8@TACC2,10579,11523,O95359,TACC2,"transforming acidic coiled-coil containing protein 2","gene with protein product"
2371,T179146,3,0.0015,p8@PABPC1,26986,8554,E7ERJ7,PABPC1,"poly(A) binding protein cytoplasmic 1","gene with protein product"
2372,T003098,3,0.0015,p5@VIM,7431,12692,P08670,VIM,vimentin,"gene with protein product"
2373,T101423,3,0.0015,p1@MMP9,4318,7176,P14780,MMP9,"matrix metallopeptidase 9","gene with protein product"
2374,T069903,3,0.0015,p6@ACP5,54,124,P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
2375,T186832,3,0.0015,p2@CLDN23,137075,17591,Q96B33,CLDN23,"claudin 23","gene with protein product"
2376,T049354,3,0.0015,p2@IGFALS,3483,5468,"P35858,E9PGU3,B4DZY8,Q8TAY0",IGFALS,"insulin like growth factor binding protein acid labile subunit","gene with protein product"
2377,T185868,3,0.0015,p1@CYP7B1,9420,2652,O75881,CYP7B1,"cytochrome P450 family 7 subfamily B member 1","gene with protein product"
2378,T188438,3,0.0015,p4@SVEP1,79987,15985,"B3KQM1,Q4LDE5",SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","gene with protein product"
2379,T119151,3,0.0015,p2@DNAJB2,3300,5228,C9JXB9,DNAJB2,"DnaJ heat shock protein family (Hsp40) member B2","gene with protein product"
2380,T074959,3,0.0015,p1@CEACAMP1,,1821,,CEACAMP1,"carcinoembryonic antigen related cell adhesion molecule pseudogene 1",pseudogene
2381,T012841,3,0.0015,p4@SLC6A5,9152,11051,,SLC6A5,"solute carrier family 6 member 5","gene with protein product"
2382,T165064,3,0.0015,p1@PPARD,5467,9235,"Q03181,E9PE18,B7Z3W1,B4E3V3,F1D8S7",PPARD,"peroxisome proliferator activated receptor delta","gene with protein product"
2383,T061852,3,0.0015,p6@DDX5,1655,2746,P17844,DDX5,"DEAD-box helicase 5","gene with protein product"
2384,T172791,3,0.0015,p2@PRKAG2,51422,9386,,PRKAG2,"protein kinase AMP-activated non-catalytic subunit gamma 2","gene with protein product"
2385,T197642,3,0.0015,p1@F9,2158,3551,"P00740,F2RM36,Q5FBE1",F9,"coagulation factor IX","gene with protein product"
2386,T008132,3,0.0015,p6@PCGF5,84333,28264,,PCGF5,"polycomb group ring finger 5","gene with protein product"
2387,T105704,3,0.0015,p2@LINC00313,114038,16416,,LINC00313,"long intergenic non-protein coding RNA 313","RNA, long non-coding"
2388,T044357,3,0.0015,p7@CYP19A1,1588,2594,P11511,CYP19A1,"cytochrome P450 family 19 subfamily A member 1","gene with protein product"
2389,T078714,3,0.0015,p2@SLC27A5,10998,10999,Q9Y2P5,SLC27A5,"solute carrier family 27 member 5","gene with protein product"
2390,T047520,3,0.0015,p1@ISG20,3669,6130,,ISG20,"interferon stimulated exonuclease gene 20","gene with protein product"
2391,T138528,3,0.0015,p1@UBE2D3,7323,12476,"P61077,D6R933",UBE2D3,"ubiquitin conjugating enzyme E2 D3","gene with protein product"
2392,T166224,3,0.0015,p1@NFKBIE,4794,7799,,NFKBIE,"NFKB inhibitor epsilon","gene with protein product"
2393,T061036,3,0.0015,p1@VEZF1,7716,12949,Q14119,VEZF1,"vascular endothelial zinc finger 1","gene with protein product"
2394,T085379,3,0.0015,p2@ATP1B1,481,804,P05026,ATP1B1,"ATPase Na+/K+ transporting subunit beta 1","gene with protein product"
2395,T045580,3,0.0015,p1@CLPX,10845,2088,"O76031,Q9H072",CLPX,"caseinolytic mitochondrial matrix peptidase chaperone subunit","gene with protein product"
2396,T172194,3,0.0015,p5@ZYX,7791,13200,"Q15942,Q96AF9",ZYX,zyxin,"gene with protein product"
2397,T058665,3,0.0015,p2@DHX58,79132,29517,C9JG98,DHX58,"DExH-box helicase 58","gene with protein product"
2398,T022473,3,0.0015,p1@SETD8,387893,29489,,KMT5A,"lysine methyltransferase 5A","gene with protein product"
2399,T146948,3,0.0015,p1@GAK,2580,4113,"O14976,Q6P490,D6RAW3,D6RF16,D6RAQ7",GAK,"cyclin G associated kinase","gene with protein product"
2400,T184587,3,0.0015,p4@PLEKHA2,59339,14336,"Q9HB19,E5RHB5,A8K727",PLEKHA2,"pleckstrin homology domain containing A2","gene with protein product"
2401,T045333,3,0.0015,p3@LACTB,114294,16468,P83111,LACTB,"lactamase beta","gene with protein product"
2402,T147374,3,0.0015,p1@ANKRD33B,651746,35240,A6NCL7,ANKRD33B,"ankyrin repeat domain 33B","gene with protein product"
2403,T197182,3,0.0015,p2@RAP2C,57826,21165,Q9Y3L5,RAP2C,"RAP2C, member of RAS oncogene family","gene with protein product"
2404,T030444,3,0.0015,p1@PLXNC1,10154,9106,O60486,PLXNC1,"plexin C1","gene with protein product"
2405,T148503,3,0.0015,p3@ACSL6,23305,16496,,ACSL6,"acyl-CoA synthetase long-chain family member 6","gene with protein product"
2406,T131965,3,0.0015,p1@GNB4,59345,20731,C9JD14,GNB4,"G protein subunit beta 4","gene with protein product"
2407,T055949,3,0.0015,p21@PEMT,10400,8830,Q9UBM1,PEMT,"phosphatidylethanolamine N-methyltransferase","gene with protein product"
2408,T111044,3,0.0015,p2@TTL,150465,21586,,TTL,"tubulin tyrosine ligase","gene with protein product"
2409,T073218,3,0.0015,p2@DMKN,93099,25063,,DMKN,dermokine,"gene with protein product"
2410,T146463,3,0.0015,p5@GPR78,27201,4528,"B2R7M4,Q96P69",GPR78,"G protein-coupled receptor 78","gene with protein product"
2411,T005042,3,0.0015,p8@WDFY4,57705,29323,Q6ZS81,WDFY4,"WDFY family member 4","gene with protein product"
2412,T185329,3,0.0015,p2@LYN,4067,6735,,LYN,"LYN proto-oncogene, Src family tyrosine kinase","gene with protein product"
2413,T022379,3,0.0015,p1@ARL6IP4,51329,18076,F8WEP2,ARL6IP4,"ADP ribosylation factor like GTPase 6 interacting protein 4","gene with protein product"
2414,T128193,3,0.0015,p1@DTX3L,151636,30323,Q8TDB6,DTX3L,"deltex E3 ubiquitin ligase 3L","gene with protein product"
2415,T126672,3,0.0015,p1@EIF5B,9669,30793,"O60841,Q8N5A0",EIF5B,"eukaryotic translation initiation factor 5B","gene with protein product"
2416,T152206,3,0.0015,p1@BASP1,10409,957,P80723,BASP1,"brain abundant membrane attached signal protein 1","gene with protein product"
2417,T034348,3,0.0015,p1@IRG1,730249,33904,A6NK06,ACOD1,"aconitate decarboxylase 1","gene with protein product"
2418,T058669,3,0.0015,p1@DHX58,79132,29517,Q96C10,DHX58,"DExH-box helicase 58","gene with protein product"
2419,T057872,3,0.0015,p1@PGAP3,93210,23719,"Q96FM1,B4DVJ3,B4DGK7",PGAP3,"post-GPI attachment to proteins 3","gene with protein product"
2420,T085982,3,0.0015,p4@PAPPA2,60676,14615,A9Z1Y8,PAPPA2,"pappalysin 2","gene with protein product"
2421,T100389,3,0.0015,p2@SAMHD1,25939,15925,A6NDZ3,SAMHD1,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","gene with protein product"
2422,T153994,3,0.0015,p4@C9,735,1358,,C9,"complement C9","gene with protein product"
2423,T104706,3,0.0015,p10@IFNGR2,3460,5440,B5MCZ0,IFNGR2,"interferon gamma receptor 2","gene with protein product"
2424,T104493,3,0.0015,p1@KRTAP26-1,388818,33760,Q6PEX3,KRTAP26-1,"keratin associated protein 26-1","gene with protein product"
2425,T125676,3,0.0015,p1@CAPG,822,1474,B4DU58,CAPG,"capping actin protein, gelsolin like","gene with protein product"
2426,T000329,3,0.0015,p1@FBXW4,6468,10847,,FBXW4,"F-box and WD repeat domain containing 4","gene with protein product"
2427,T156147,3,0.0015,p2@FAM151B,167555,33716,,FAM151B,"family with sequence similarity 151 member B","gene with protein product"
2428,T196761,3,0.0015,p3@NDUFA1,4694,7683,O15239,NDUFA1,"NADH:ubiquinone oxidoreductase subunit A1","gene with protein product"
2429,T088703,3,0.0015,p1@IL19,29949,5990,Q9UHD0,IL19,"interleukin 19","gene with protein product"
2430,T199874,3,0.0015,p3@UBA1,7317,12469,P22314,UBA1,"ubiquitin like modifier activating enzyme 1","gene with protein product"
2431,T177422,3,0.0015,p1@TMEM60,85025,21754,Q9H2L4,TMEM60,"transmembrane protein 60","gene with protein product"
2432,T039004,3,0.0015,p1@EXOC5,10640,10696,"F8W9B8,G3V377,O00471,Q8IW24",EXOC5,"exocyst complex component 5","gene with protein product"
2433,T059931,3,0.0015,p2@HOXB5,3215,5116,P09067,HOXB5,"homeobox B5","gene with protein product"
2434,T054373,3,0.0015,p7@HSD17B2,3294,5211,P37059,HSD17B2,"hydroxysteroid 17-beta dehydrogenase 2","gene with protein product"
2435,T188880,3,0.0015,p4@TNFSF8,944,11938,P32971,TNFSF8,"tumor necrosis factor superfamily member 8","gene with protein product"
2436,T057685,3,0.0015,p3@CISD3,284106,27578,P0C7P0,CISD3,"CDGSH iron sulfur domain 3","gene with protein product"
2437,T012062,3,0.0015,p1@PDE3B,5140,8779,B7ZM37,PDE3B,"phosphodiesterase 3B","gene with protein product"
2438,T143832,3,0.0015,p26@RBM47,54502,30358,,RBM47,"RNA binding motif protein 47","gene with protein product"
2439,T110830,3,0.0015,p5@LIMS1,3987,6616,B7Z483,LIMS1,"LIM zinc finger domain containing 1","gene with protein product"
2440,T155100,3,0.0015,p1@SGTB,54557,23567,Q96EQ0,SGTB,"small glutamine rich tetratricopeptide repeat containing beta","gene with protein product"
2441,T145353,3,0.0015,p38@ALB,213,399,,ALB,albumin,"gene with protein product"
2442,T166406,3,0.0015,p4@ENPP5,59084,13717,Q9UJA9,ENPP5,"ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)","gene with protein product"
2443,T071791,3,0.0015,p12@ARMC6,93436,25049,Q68CW5,ARMC6,"armadillo repeat containing 6","gene with protein product"
2444,T124931,3,0.0015,p1@NAGK,55577,17174,,NAGK,"N-acetylglucosamine kinase","gene with protein product"
2445,T170064,3,0.0015,p7@THSD7A,221981,22207,Q9UPZ6,THSD7A,"thrombospondin type 1 domain containing 7A","gene with protein product"
2446,T152971,3,0.0015,p8@CANX,821,1473,,CANX,calnexin,"gene with protein product"
2447,T041602,3,0.0015,p3@C14orf142,84520,20356,Q9BXV9,GON7,"GON7, KEOPS complex subunit homolog","gene with protein product"
2448,T050015,3,0.0015,p1@RBBP6,5930,9889,Q7Z6E9,RBBP6,"RB binding protein 6, ubiquitin ligase","gene with protein product"
2449,T058787,3,0.0015,p1@NAGLU,4669,7632,,NAGLU,N-acetyl-alpha-glucosaminidase,"gene with protein product"
2450,T093974,3,0.0015,p1@LSM10,84967,17562,Q969L4,LSM10,"LSM10, U7 small nuclear RNA associated","gene with protein product"
2451,T047894,3,0.0015,p1@FURIN,5045,8568,P09958,FURIN,"furin, paired basic amino acid cleaving enzyme","gene with protein product"
2452,T159530,3,0.0015,p2@MAP3K5,4217,6857,Q59GL6,MAP3K5,"mitogen-activated protein kinase kinase kinase 5","gene with protein product"
2453,T097884,3,0.0015,p1@EVI5,7813,3501,,EVI5,"ecotropic viral integration site 5","gene with protein product"
2454,T095253,3,0.0015,p3@OSBPL9,114883,16386,E9PK98,OSBPL9,"oxysterol binding protein like 9","gene with protein product"
